"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
4,1,1,23,181,77.15,23,0.34,24,0.072701,22.359,0,-1,0.1,0.1,0.4,0.3,0.5,0.3,0.75,0.1,0.2,60,0,0.3,89,2,0
4,6,1,23,181,77.85,23,0.34,24,0.072701,22.359,0,0,0.1,0.1,0.2,0.3,0.2,0.1,0.7,0,0.1,63,0,0.1,89,0,0
4,4,1,23,181,77.35,23,0.34,24,0.072701,22.359,0,-1,0.1,0.1,0,0.1,-2.6,-0.7,2,0.2,0.1,52,0.2,0.1,89,2,0
4,1,1,23,181,77.15,23,0.34,24,0.94069,18.318,-1,-1,1,1,0.3,0.8,1,0.1,0.5,0,0.6,62,0,0.3,60,2,0
4,4,1,23,181,77.35,23,0.34,24,0.94069,18.318,0,-1,-0.1,0.1,0.2,0.1,0.3,0.5,0.4,0,0.3,60,0,0.1,60,2,0
4,1,1,23,181,77.15,23,0.34,24,1.8709,16.921,-1,0,2,0.1,0.4,0.75,0.75,0.8,0,0,0.5,62,0,0.4,60,0,0
4,6,1,23,181,77.85,23,0.34,24,1.8709,16.921,0,0,0.1,0.1,0.3,0.4,0.5,0.1,0,0,0.1,67,0,0.1,60,0,0
4,4,1,23,181,77.35,23,0.34,24,1.8709,16.921,0,0,1,0.1,0.2,0.7,0.5,0.9,0.3,0.2,0.6,65,0.2,0.2,60,0,0
4,1,1,23,181,77.7,23,0.34,24,0.072701,22.359,0,-1,0.1,0.1,0.5,0.3,0.2,0.2,1,0,0.2,65,0,0.3,89,2,0
4,4,1,23,181,77.75,23,0.34,24,0.072701,22.359,0,-2,-0.1,-0.1,-0.5,-0.1,-2.4,-0.4,2,0.1,0.1,45,0.3,0.1,89,2,1
4,1,1,23,181,77.7,23,0.34,24,0.94069,18.318,0,0,0.1,0.1,0.2,0.2,0,0.3,0.6,0,0.2,60,0,0.2,60,0,0
4,6,1,23,181,77.75,23,0.32,24,0.94069,18.087,0,0,0.1,0.1,0.3,0.2,0.3,0.1,0.3,0,0.1,60,0,0.1,60,0,0
4,4,1,23,181,77.75,23,0.34,24,0.94069,18.318,0,-1,0.1,0.1,0.2,0.3,0.2,0.3,0.8,0,0.3,65,0.1,0.1,60,2,0
4,1,1,23,181,77.7,23,0.34,24,1.8709,16.921,-1,0,0.1,1,0.2,0.4,0.5,0.4,0.2,0,0.2,60,0,0.3,60,0,0
4,6,1,23,181,77.75,23,0.32,24,1.8709,16.658,0,0,1,0.1,0.2,0.3,0.3,0.1,0.3,0,0.1,60,0,0.4,60,0,0
4,4,1,23,181,77.75,23,0.34,24,1.8709,16.921,0,-1,0.1,0.1,0.2,0.3,0.3,0.6,0.5,0.2,0.4,67,0.2,0.1,60,2,0
4,5,1,23,181,78,23,0.34,27,0.072701,25.908,0,-2,0.1,0.1,0,0.1,-0.2,-0.1,1,0,0.1,34,0,0.2,70,2,0
4,3,1,23,181,77.5,23,0.32,27,0.072701,25.738,1,-2,0.1,0.1,0.2,0.1,0,0.1,1.8,0,0.1,67,0.2,0.2,71,2,0
4,8,1,23,181,77.65,23,0.34,27,0.072701,25.908,1,-2,-1,-0.1,-0.2,-0.2,-3,-0.3,2,0.3,-0.2,40,0.8,0.2,70,2,1
